
"run.number","filename","classI","classII","classIIIa","classIIIb","mountain","probability.grow","probability.death","probability.attack","tribute","probability.fragment","moving.distance","conquering.area","placement.distance","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count.villages","etla-population","etla-hierarchy","tlac-population","tlac-hierarchy","ocot-population","ocot-hierarchy"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","33","2.607142857142857","0.23214285714285715","0.6875","28","12","2.8333333333333335","12","2.8333333333333335","4","1.25"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","34","2.607142857142857","0.23214285714285715","0.6875","28","12","2.8333333333333335","12","2.8333333333333335","4","1.25"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","35","2.607142857142857","0.23214285714285715","0.6875","28","12","2.8333333333333335","12","2.8333333333333335","4","1.25"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","36","2.607142857142857","0.23214285714285715","0.6875","28","12","2.8333333333333335","12","2.8333333333333335","4","1.25"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","37","2.607142857142857","0.23214285714285715","0.6875","28","12","2.8333333333333335","12","2.8333333333333335","4","1.25"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","145","5.9606625258799175","0.48188405797101447","0.6381987577639752","483","282","6.914893617021277","82","4.134146341463414","119","4.957983193277311"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","3","1.7619047619047619","0.23809523809523808","0.6428571428571429","21","9","1.3333333333333333","7","2.142857142857143","5","2"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","64","2.6551724137931036","0.25","0.646551724137931","58","29","2.4827586206896552","14","2.4285714285714284","15","3.2"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","38","3.142857142857143","0.23214285714285715","0.6875","28","12","3","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","39","3.142857142857143","0.23214285714285715","0.6875","28","12","3","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","40","3.142857142857143","0.23214285714285715","0.6875","28","12","3","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","41","3.142857142857143","0.23214285714285715","0.6875","28","12","3","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","42","2.8181818181818183","0.23484848484848486","0.6666666666666666","33","17","2.411764705882353","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","43","2.8484848484848486","0.23484848484848486","0.6666666666666666","33","17","2.4705882352941178","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","44","2.878787878787879","0.23484848484848486","0.6666666666666666","33","17","2.5294117647058822","12","3.8333333333333335","4","1.5"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","193","5.249448123620309","0.3956953642384106","0.6501103752759382","453","219","5.6438356164383565","102","4.509803921568627","132","5.166666666666667"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","45","2.878787878787879","0.24242424242424243","0.6742424242424242","33","17","2.5294117647058822","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","46","2.878787878787879","0.24242424242424243","0.6818181818181818","33","17","2.5294117647058822","12","3.8333333333333335","4","1.5"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","65","2.706896551724138","0.25","0.646551724137931","58","29","2.5172413793103448","12","2.4166666666666665","17","3.235294117647059"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","47","2.878787878787879","0.24242424242424243","0.6818181818181818","33","17","2.5294117647058822","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","48","2.909090909090909","0.24242424242424243","0.6818181818181818","33","17","2.588235294117647","12","3.8333333333333335","4","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","49","2.909090909090909","0.24242424242424243","0.6818181818181818","33","17","2.588235294117647","12","3.8333333333333335","4","1.5"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","2.142857142857143","0.2261904761904762","0.6547619047619048","21","9","1.8888888888888888","5","2.2","7","2.4285714285714284"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","50","2.9696969696969697","0.24242424242424243","0.6818181818181818","33","17","2.6470588235294117","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","51","2.9696969696969697","0.24242424242424243","0.6818181818181818","33","17","2.6470588235294117","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","52","2.9696969696969697","0.24242424242424243","0.6818181818181818","33","17","2.6470588235294117","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","53","3","0.24242424242424243","0.6818181818181818","33","17","2.7058823529411766","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","54","3","0.24242424242424243","0.6818181818181818","33","17","2.7058823529411766","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","55","3","0.24242424242424243","0.6818181818181818","33","17","2.7058823529411766","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","56","3","0.24242424242424243","0.6818181818181818","33","17","2.7058823529411766","12","3.8333333333333335","4","1.75"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","57","3","0.24242424242424243","0.6818181818181818","33","17","2.7058823529411766","12","3.8333333333333335","4","1.75"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","66","2.8620689655172415","0.25","0.646551724137931","58","29","2.7241379310344827","12","2.5","17","3.3529411764705883"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","126","3.292225201072386","0.3760053619302949","0.6481233243967829","373","207","3.391304347826087","59","2.7457627118644066","107","3.4018691588785046"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","67","3.0517241379310347","0.25","0.646551724137931","58","29","2.7241379310344827","12","3.0833333333333335","17","3.588235294117647"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","3.1904761904761907","0.2261904761904762","0.6547619047619048","21","9","3","5","3.4","7","3.2857142857142856"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","58","2","0.23780487804878048","0.6646341463414634","41","24","1.5833333333333333","11","3.090909090909091","6","1.6666666666666667"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","3.1904761904761907","0.25","0.6666666666666666","21","9","3","7","4.285714285714286","5","2"
"14","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","134","2.381818181818182","0.25","0.6522727272727272","220","113","1.8672566371681416","46","2.347826086956522","61","3.360655737704918"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","59","2.6097560975609757","0.23780487804878048","0.6646341463414634","41","24","2.0833333333333335","11","3.909090909090909","6","2.3333333333333335"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.263157894736842","0.25","0.6842105263157895","19","9","2.3333333333333335","4","2.75","6","1.8333333333333333"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","60","2.731707317073171","0.23780487804878048","0.6646341463414634","41","24","2.25","11","4","6","2.3333333333333335"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","61","2.7560975609756095","0.23780487804878048","0.6646341463414634","41","24","2.2916666666666665","11","4","6","2.3333333333333335"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.4210526315789473","0.25","0.6842105263157895","19","9","2.5555555555555554","4","2.75","6","2"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.08","0.25","0.68","25","11","2.272727272727273","6","2.1666666666666665","8","1.75"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.12","0.25","0.68","25","11","2.272727272727273","7","2.142857142857143","7","1.8571428571428572"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","62","3.3902439024390243","0.23780487804878048","0.6646341463414634","41","24","2.75","11","4.909090909090909","6","3.1666666666666665"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","138","9.447247706422019","0.40711009174311924","0.6399082568807339","436","244","9.725409836065573","69","7.507246376811594","123","9.983739837398375"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","63","3.3902439024390243","0.23780487804878048","0.6707317073170732","41","24","2.75","11","4.909090909090909","6","3.1666666666666665"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","1.0909090909090908","0.23863636363636365","0.7159090909090909","22","10","1","7","1.1428571428571428","5","1.2"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","182","9.229865771812081","0.5302013422818792","0.6421979865771812","596","313","9.3258785942492","129","9.922480620155039","154","8.454545454545455"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","68","4.189655172413793","0.25","0.646551724137931","58","29","4.103448275862069","12","3.5833333333333335","17","4.764705882352941"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","69","4.224137931034483","0.25","0.646551724137931","58","29","4.172413793103448","12","3.5833333333333335","17","4.764705882352941"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","12","1.3181818181818181","0.23863636363636365","0.7045454545454546","22","10","1.2","7","1.4285714285714286","5","1.4"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","114","6.63495145631068","0.47766990291262135","0.6456310679611651","515","279","7.727598566308243","92","4.880434782608695","144","5.638888888888889"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","70","4.224137931034483","0.25","0.646551724137931","58","29","4.172413793103448","12","3.5833333333333335","17","4.764705882352941"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","13","1.5909090909090908","0.2159090909090909","0.7159090909090909","22","10","1.6","7","1.5714285714285714","5","1.6"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","14","1.6363636363636365","0.2159090909090909","0.7159090909090909","22","10","1.7","7","1.5714285714285714","5","1.6"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","15","1.7272727272727273","0.2159090909090909","0.7159090909090909","22","10","1.9","7","1.5714285714285714","5","1.6"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","16","1.7727272727272727","0.22727272727272727","0.7045454545454546","22","10","1.9","7","1.7142857142857142","5","1.6"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","64","3.3962264150943398","0.24528301886792453","0.6509433962264151","53","32","2.75","14","4.785714285714286","7","3.5714285714285716"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","17","1.7727272727272727","0.22727272727272727","0.7045454545454546","22","10","1.9","7","1.7142857142857142","5","1.6"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","146","6.014705882352941","0.45588235294117646","0.6412815126050421","476","274","6.95985401459854","83","4.132530120481928","119","5.151260504201681"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","18","1.7857142857142858","0.24107142857142858","0.6875","28","14","1.7142857142857142","7","2.142857142857143","7","1.5714285714285714"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","19","1.6285714285714286","0.24285714285714285","0.6714285714285714","35","18","1.5","9","2","8","1.5"
"14","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","135","2.75","0.25","0.6556818181818181","220","112","2.1785714285714284","47","2.9574468085106385","61","3.639344262295082"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","71","4.913793103448276","0.25","0.646551724137931","58","29","5.068965517241379","12","3.8333333333333335","17","5.411764705882353"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","20","2","0.2426470588235294","0.6617647058823529","34","17","1.7647058823529411","9","2.5555555555555554","8","1.875"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","65","4.037735849056604","0.24528301886792453","0.6509433962264151","53","32","3.34375","14","5.5","7","4.285714285714286"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","194","5.377232142857143","0.39453125","0.6517857142857143","448","211","5.734597156398104","106","4.669811320754717","131","5.374045801526718"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","66","4.132075471698113","0.24528301886792453","0.6509433962264151","53","31","3.5161290322580645","14","5.571428571428571","8","4"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","21","2.121212121212121","0.24242424242424243","0.6742424242424242","33","16","1.9375","9","2.5555555555555554","8","2"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","22","2.1818181818181817","0.24242424242424243","0.6893939393939394","33","16","2.0625","9","2.5555555555555554","8","2"
"14","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","136","2.8401826484018264","0.25","0.658675799086758","219","110","2.272727272727273","48","3.0416666666666665","61","3.7049180327868854"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","72","5.620689655172414","0.25","0.646551724137931","58","29","5.9655172413793105","12","4.083333333333333","17","6.117647058823529"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","23","3.242424242424242","0.24242424242424243","0.6893939393939394","33","16","3.875","9","3.2222222222222223","8","2"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","127","3.9245283018867925","0.3780323450134771","0.6462264150943396","371","207","4.019323671497585","59","3.2542372881355934","105","4.114285714285714"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","24","1.2666666666666666","0.25","0.6333333333333333","30","15","1.2","7","1.1428571428571428","8","1.5"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","67","4.888888888888889","0.24603174603174602","0.6388888888888888","63","38","4.131578947368421","15","7.066666666666666","10","4.5"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","183","9.322635135135135","0.5232263513513513","0.6414695945945946","592","310","9.458064516129033","125","10.208","157","8.35031847133758"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","68","4.888888888888889","0.24603174603174602","0.6388888888888888","63","38","4.131578947368421","15","7.066666666666666","10","4.5"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","25","1.5333333333333334","0.25","0.6333333333333333","30","15","1.4","7","1.4285714285714286","8","1.875"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","6.551724137931035","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.0588235294117645"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","26","1.7666666666666666","0.25","0.6333333333333333","30","15","1.6666666666666667","7","1.7142857142857142","8","2"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","74","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","75","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","76","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","77","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","78","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","79","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","80","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","81","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","82","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","83","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","84","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","85","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","86","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","87","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","88","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","89","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","90","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","91","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","92","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","93","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","94","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","95","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","96","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","97","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","98","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","99","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","100","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","101","6.568965517241379","0.25","0.646551724137931","58","29","6.896551724137931","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","102","6.586206896551724","0.25","0.646551724137931","58","29","6.931034482758621","12","5","17","7.117647058823529"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","147","6.050739957716702","0.45454545454545453","0.6405919661733616","473","274","7.007299270072993","79","3.962025316455696","120","5.241666666666666"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","103","6.586206896551724","0.25","0.646551724137931","58","29","6.931034482758621","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","6.586206896551724","0.25","0.646551724137931","58","29","6.931034482758621","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","6.586206896551724","0.25","0.646551724137931","58","29","6.931034482758621","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","6.586206896551724","0.25","0.646551724137931","58","29","6.931034482758621","12","5","17","7.117647058823529"
"16","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","5.6231884057971016","0.25","0.6376811594202898","69","35","5.9714285714285715","13","4.153846153846154","21","5.9523809523809526"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","27","2.033333333333333","0.24166666666666667","0.6416666666666667","30","14","1.8571428571428572","6","1.5","10","2.6"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","28","2.107142857142857","0.23214285714285715","0.6517857142857143","28","12","1.8333333333333333","5","1.6","11","2.6363636363636362"
"14","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","137","3.191780821917808","0.25","0.6598173515981736","219","110","2.6","48","3.6041666666666665","61","3.9344262295081966"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","29","2.2857142857142856","0.23214285714285715","0.6607142857142857","28","12","2","5","2","11","2.727272727272727"
"17","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","69","1.972972972972973","0.25","0.625","74","46","2.0869565217391304","17","1.8235294117647058","11","1.7272727272727273"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","30","2.1785714285714284","0.23214285714285715","0.6785714285714286","28","12","2","5","1.6","11","2.6363636363636362"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","195","5.419501133786848","0.3973922902494331","0.6507936507936508","441","210","5.8","100","4.72","131","5.343511450381679"
"18","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","31","2.111111111111111","0.24074074074074073","0.6666666666666666","27","12","2","4","1.25","11","2.5454545454545454"
