
"run.number","filename","classI","classII","classIIIa","classIIIb","mountain","probability.grow","probability.death","probability.attack","tribute","probability.fragment","moving.distance","conquering.area","placement.distance","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count.villages","etla-population","etla-hierarchy","tlac-population","tlac-hierarchy","ocot-population","ocot-hierarchy"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","134","7.116129032258065","0.24838709677419354","0.6387096774193548","155","86","6.837209302325581","31","7.419354838709677","38","7.5"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","125","7.290123456790123","0.25","0.6358024691358025","162","102","7.186274509803922","12","7.833333333333333","48","7.375"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","155","5.235714285714286","0.24821428571428572","0.6357142857142857","140","90","5.111111111111111","12","3.5","38","6.078947368421052"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","135","7.122580645161291","0.24838709677419354","0.6387096774193548","155","86","6.848837209302325","31","7.419354838709677","38","7.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","81","6.228571428571429","0.2761904761904762","0.6285714285714286","210","121","6.256198347107438","27","4.851851851851852","62","6.774193548387097"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","136","7.129032258064516","0.24838709677419354","0.6387096774193548","155","86","6.8604651162790695","31","7.419354838709677","38","7.5"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","137","7.15483870967742","0.24838709677419354","0.6387096774193548","155","86","6.883720930232558","31","7.451612903225806","38","7.526315789473684"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","117","1.5572519083969465","0.25","0.6393129770992366","131","67","1.6567164179104477","18","1.4444444444444444","46","1.4565217391304348"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","6.530434782608696","0.25","0.6565217391304348","115","65","6.492307692307692","17","7.294117647058823","33","6.212121212121212"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","138","7.167741935483871","0.24838709677419354","0.6387096774193548","155","86","6.906976744186046","31","7.451612903225806","38","7.526315789473684"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","139","7.174193548387096","0.24838709677419354","0.6387096774193548","155","86","6.906976744186046","31","7.451612903225806","38","7.552631578947368"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","140","7.174193548387096","0.24838709677419354","0.6387096774193548","155","86","6.9186046511627906","31","7.451612903225806","38","7.526315789473684"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","156","5.321428571428571","0.24821428571428572","0.6357142857142857","140","90","5.233333333333333","12","3.5833333333333335","38","6.078947368421052"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","71","6.326923076923077","0.25","0.6754807692307693","104","42","6.214285714285714","25","6.6","37","6.27027027027027"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","6.608695652173913","0.25","0.658695652173913","115","66","6.545454545454546","17","7.294117647058823","32","6.375"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","82","6.267942583732057","0.2535885167464115","0.6291866028708134","209","120","6.316666666666666","27","4.814814814814815","62","6.806451612903226"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","72","6.355769230769231","0.25","0.6754807692307693","104","41","6.365853658536586","25","6.6","38","6.184210526315789"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","58","4.273684210526316","0.24473684210526317","0.6631578947368421","95","42","4.809523809523809","15","3.4","38","4.026315789473684"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","141","7.245161290322581","0.24838709677419354","0.6387096774193548","155","86","7","31","7.516129032258065","38","7.578947368421052"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","59","4.315789473684211","0.24473684210526317","0.6631578947368421","95","42","4.857142857142857","15","3.466666666666667","38","4.052631578947368"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","6.403846153846154","0.25","0.6754807692307693","104","42","6.357142857142857","25","6.6","37","6.324324324324325"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","157","5.414285714285715","0.24821428571428572","0.6339285714285714","140","90","5.355555555555555","12","3.75","38","6.078947368421052"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","74","6.413461538461538","0.25","0.6754807692307693","104","42","6.380952380952381","25","6.6","37","6.324324324324325"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","142","5.373684210526315","0.2894736842105263","0.6328947368421053","190","113","5.20353982300885","32","4.78125","45","6.222222222222222"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","57","2.132867132867133","0.25","0.6555944055944056","143","71","2.23943661971831","29","2.3793103448275863","43","1.7906976744186047"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","60","4.589473684210526","0.24473684210526317","0.6631578947368421","95","42","5.404761904761905","15","3.466666666666667","38","4.131578947368421"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","83","6.389423076923077","0.2536057692307692","0.6298076923076923","208","119","6.470588235294118","27","4.814814814814815","62","6.919354838709677"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","118","1.8244274809160306","0.25","0.6354961832061069","131","67","1.9253731343283582","18","1.7222222222222223","46","1.7173913043478262"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","61","4.589473684210526","0.24473684210526317","0.6552631578947369","95","42","5.404761904761905","13","3.6153846153846154","40","4.05"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","62","4.610526315789474","0.24473684210526317","0.6578947368421053","95","42","5.404761904761905","13","3.6153846153846154","40","4.1"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","84","6.480769230769231","0.2536057692307692","0.6298076923076923","208","119","6.588235294117647","27","4.888888888888889","62","6.967741935483871"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","2.5046728971962615","0.25","0.6612149532710281","107","60","2.033333333333333","16","1.8125","31","3.774193548387097"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","126","7.950617283950617","0.25","0.6358024691358025","162","102","7.8431372549019605","12","8.333333333333334","48","8.083333333333334"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","96","7.427027027027027","0.25","0.6337837837837837","185","103","7.087378640776699","41","9.536585365853659","41","6.170731707317073"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","75","7.134615384615385","0.25","0.6730769230769231","104","42","7.119047619047619","26","7.038461538461538","36","7.222222222222222"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","127","7.981481481481482","0.25","0.6388888888888888","162","101","7.9405940594059405","12","8.333333333333334","49","7.979591836734694"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","97","7.45945945945946","0.25","0.6337837837837837","185","103","7.135922330097087","41","9.560975609756097","41","6.170731707317073"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","76","7.165048543689321","0.25","0.6747572815533981","103","40","7.35","27","6.814814814814815","36","7.222222222222222"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","77","7.194174757281553","0.25","0.6747572815533981","103","40","7.4","27","6.814814814814815","36","7.25"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","119","2.007751937984496","0.25","0.6317829457364341","129","66","2.090909090909091","18","2.1666666666666665","45","1.8222222222222222"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","85","5.617529880478088","0.3296812749003984","0.6284860557768924","251","146","5.595890410958904","33","4.303030303030303","72","6.263888888888889"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","128","8.030864197530864","0.25","0.6388888888888888","162","101","8","12","8.333333333333334","49","8.020408163265307"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","158","5.978571428571429","0.24821428571428572","0.6321428571428571","140","89","6","12","3.9166666666666665","39","6.564102564102564"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","98","7.494565217391305","0.25","0.6345108695652174","184","102","7.196078431372549","41","9.560975609756097","41","6.170731707317073"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","78","7.281553398058253","0.25","0.6771844660194175","103","42","7.190476190476191","26","7.269230769230769","35","7.4"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","58","2.4825174825174825","0.25","0.6608391608391608","143","69","2.5217391304347827","28","2.5714285714285716","46","2.369565217391304"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","159","6.021428571428571","0.24821428571428572","0.6321428571428571","140","89","6.033707865168539","12","3.9166666666666665","39","6.641025641025641"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","99","7.516304347826087","0.25","0.6372282608695652","184","101","7.297029702970297","41","9.560975609756097","42","6.0476190476190474"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","160","6.085714285714285","0.24821428571428572","0.6321428571428571","140","89","6.134831460674158","12","3.9166666666666665","39","6.641025641025641"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","100","7.532608695652174","0.25","0.6372282608695652","184","101","7.306930693069307","41","9.609756097560975","42","6.0476190476190474"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","63","4.352941176470588","0.24579831932773108","0.6596638655462185","119","53","5","17","3.3529411764705883","49","4"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","1.8058252427184467","0.25","0.6577669902912622","103","60","1.9333333333333333","16","1.125","27","1.9259259259259258"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","129","6.22","0.31625","0.63","200","127","5.929133858267717","14","6.142857142857143","59","6.864406779661017"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","101","7.581521739130435","0.25","0.6372282608695652","184","101","7.396039603960396","41","9.609756097560975","42","6.0476190476190474"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","161","6.178571428571429","0.24821428571428572","0.6321428571428571","140","89","6.280898876404494","12","3.9166666666666665","39","6.641025641025641"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","143","6.08421052631579","0.2894736842105263","0.631578947368421","190","113","5.902654867256637","32","5.5","45","6.955555555555556"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","120","2.3070866141732282","0.25","0.6318897637795275","127","66","2.5606060606060606","17","2.2941176470588234","44","1.9318181818181819"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","144","6.1421052631578945","0.2894736842105263","0.631578947368421","190","113","5.9734513274336285","32","5.53125","45","7"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","145","6.2","0.27631578947368424","0.6355263157894737","190","113","6.053097345132743","32","5.53125","45","7.044444444444444"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","121","2.5118110236220472","0.25","0.6318897637795275","127","66","2.6515151515151514","17","2.823529411764706","44","2.1818181818181817"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","79","8.135922330097088","0.25","0.6771844660194175","103","42","8.023809523809524","26","8.153846153846153","35","8.257142857142858"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","80","8.155339805825243","0.25","0.6771844660194175","103","42","8.071428571428571","26","8.153846153846153","35","8.257142857142858"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","86","6.147410358565737","0.33067729083665337","0.6284860557768924","251","146","6.178082191780822","33","4.696969696969697","72","6.75"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","2.2941176470588234","0.25","0.6568627450980392","102","60","2.6166666666666667","16","1.5","26","2.0384615384615383"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","59","3.063380281690141","0.25","0.6602112676056338","142","69","3.0144927536231885","27","3.3703703703703702","46","2.9565217391304346"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","146","6.315789473684211","0.27631578947368424","0.6328947368421053","190","114","6.184210526315789","30","5.9","46","6.913043478260869"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","122","2.584","0.25","0.63","125","66","2.787878787878788","17","3.176470588235294","42","2.0238095238095237"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","162","6.871428571428571","0.24821428571428572","0.6357142857142857","140","89","6.966292134831461","12","4.75","39","7.3076923076923075"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","102","7.431034482758621","0.25","0.6451149425287356","174","95","7.389473684210526","41","8.585365853658537","38","6.2894736842105265"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","130","6.852791878172589","0.31725888324873097","0.6256345177664975","197","127","6.535433070866142","14","6.571428571428571","56","7.642857142857143"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","163","6.885714285714286","0.24821428571428572","0.6375","140","87","7.091954022988506","13","4.538461538461538","40","7.2"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","103","7.511627906976744","0.25","0.6424418604651163","172","94","7.48936170212766","40","8.7","38","6.315789473684211"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","64","5.378151260504202","0.24789915966386555","0.6659663865546218","119","55","6.236363636363636","13","4","51","4.803921568627451"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","2.8333333333333335","0.25","0.6519607843137255","102","60","3.2","16","1.8125","26","2.6153846153846154"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","7.526315789473684","0.25","0.6447368421052632","171","93","7.505376344086022","40","8.7","38","6.342105263157895"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","81","9.186274509803921","0.25","0.6740196078431373","102","42","9.071428571428571","26","9.038461538461538","34","9.441176470588236"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","65","5.440677966101695","0.25","0.663135593220339","118","56","6.214285714285714","11","4.545454545454546","51","4.784313725490196"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","82","9.196078431372548","0.25","0.6740196078431373","102","42","9.095238095238095","26","9.038461538461538","34","9.441176470588236"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","83","9.196078431372548","0.25","0.6740196078431373","102","42","9.095238095238095","26","9.038461538461538","34","9.441176470588236"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","7.555555555555555","0.25","0.6461988304093568","171","93","7.526881720430108","40","8.8","38","6.315789473684211"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","123","2.896","0.25","0.636","125","66","3.1818181818181817","18","3.5","41","2.1707317073170733"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","7.573099415204679","0.25","0.6476608187134503","171","93","7.559139784946237","40","8.8","38","6.315789473684211"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","60","2.251851851851852","0.25","0.6537037037037037","135","67","2.462686567164179","26","1.7692307692307692","42","2.2142857142857144"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","66","5.5344827586206895","0.25","0.6616379310344828","116","55","6.3090909090909095","13","4.615384615384615","48","4.895833333333333"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","110","3.196078431372549","0.25","0.6519607843137255","102","60","3.6666666666666665","17","1.9411764705882353","25","2.92"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","147","7.031578947368421","0.27631578947368424","0.6342105263157894","190","114","6.87719298245614","30","6.7","46","7.630434782608695"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","7.6117647058823525","0.25","0.6514705882352941","170","90","7.711111111111111","40","8.8","40","6.2"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","67","5.577586206896552","0.25","0.6594827586206896","116","55","6.327272727272727","13","4.769230769230769","48","4.9375"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","87","6.681274900398407","0.33266932270916333","0.6314741035856574","251","146","6.7534246575342465","34","5.088235294117647","71","7.295774647887324"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","124","3.1370967741935485","0.25","0.6391129032258065","124","65","3.4","18","3.5555555555555554","41","2.5365853658536586"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","164","7.571428571428571","0.24821428571428572","0.6392857142857142","140","86","7.837209302325581","14","5.071428571428571","40","7.875"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","68","5.663793103448276","0.25","0.6551724137931034","116","57","6.228070175438597","13","5.076923076923077","46","5.130434782608695"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","69","5.681034482758621","0.25","0.6573275862068966","116","57","6.2631578947368425","13","5.076923076923077","46","5.130434782608695"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","125","3.2338709677419355","0.25","0.6411290322580645","124","65","3.4461538461538463","18","3.5555555555555554","41","2.7560975609756095"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","131","7.474489795918367","0.30994897959183676","0.6237244897959183","196","125","7.208","14","6.928571428571429","57","8.192982456140351"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","84","3.094488188976378","0.25","0.655511811023622","127","55","3.4","28","3.9642857142857144","44","2.159090909090909"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","88","6.767068273092369","0.3273092369477912","0.6305220883534136","249","144","6.868055555555555","33","5.181818181818182","72","7.291666666666667"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","126","3.4274193548387095","0.25","0.6411290322580645","124","65","3.4923076923076923","18","3.5555555555555554","41","3.268292682926829"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","70","3.858156028368794","0.25","0.6524822695035462","141","68","4.352941176470588","17","4.411764705882353","56","3.0892857142857144"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","85","3.15748031496063","0.25","0.65748031496063","127","56","3.392857142857143","28","4","43","2.302325581395349"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","61","2.688888888888889","0.25","0.6518518518518519","135","68","2.838235294117647","25","2.12","42","2.7857142857142856"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","86","3.3015873015873014","0.25","0.6607142857142857","126","56","3.5","29","3.896551724137931","41","2.6097560975609757"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","127","3.28099173553719","0.25","0.6384297520661157","121","65","3.3076923076923075","13","3.3846153846153846","43","3.2093023255813953"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","71","3.9858156028368796","0.25","0.6524822695035462","141","67","4.507462686567164","18","4.277777777777778","56","3.267857142857143"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","128","3.2892561983471076","0.25","0.6363636363636364","121","65","3.3076923076923075","13","3.4615384615384617","43","3.2093023255813953"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","111","1.7083333333333333","0.24739583333333334","0.6536458333333334","96","57","1.8070175438596492","17","1.7647058823529411","22","1.4090909090909092"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","87","3.4","0.25","0.662","125","56","3.6785714285714284","29","3.9310344827586206","40","2.625"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","165","8.278571428571428","0.24821428571428572","0.6392857142857142","140","86","8.523255813953488","14","5.857142857142857","40","8.6"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","72","4.099290780141844","0.25","0.6542553191489362","141","67","4.552238805970149","18","4.833333333333333","56","3.3214285714285716"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","88","3.456","0.25","0.664","125","56","3.6964285714285716","30","3.9","39","2.769230769230769"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","166","8.285714285714286","0.24821428571428572","0.6392857142857142","140","86","8.534883720930232","14","5.857142857142857","40","8.6"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","129","3.5289256198347108","0.25","0.6363636363636364","121","65","3.353846153846154","13","3.4615384615384617","43","3.813953488372093"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","6.734597156398104","0.25118483412322273","0.6469194312796208","211","117","6.367521367521367","44","8.954545454545455","50","5.64"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","167","8.285714285714286","0.24821428571428572","0.6357142857142857","140","88","8.386363636363637","14","5.857142857142857","38","8.947368421052632"
"11","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","168","8.285714285714286","0.24821428571428572","0.6375","140","88","8.386363636363637","14","5.857142857142857","38","8.947368421052632"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","62","2.6492537313432836","0.25","0.664179104477612","134","74","2.891891891891892","27","2.185185185185185","33","2.484848484848485"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","4.163120567375887","0.25","0.6524822695035462","141","67","4.597014925373134","18","4.888888888888889","56","3.4107142857142856"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","148","6.440677966101695","0.3453389830508475","0.635593220338983","236","145","6.165517241379311","38","6.026315789473684","53","7.490566037735849"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","112","1.9473684210526316","0.24736842105263157","0.6526315789473685","95","56","2.0535714285714284","16","2.1875","23","1.5217391304347827"
"13","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","89","3.624","0.25","0.664","125","58","3.706896551724138","28","4.142857142857143","39","3.128205128205128"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","6.805687203791469","0.25","0.6492890995260664","211","116","6.474137931034483","45","8.844444444444445","50","5.74"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","130","3.8181818181818183","0.25","0.6363636363636364","121","65","3.4461538461538463","13","3.5384615384615383","43","4.465116279069767"
"12","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","131","3.8264462809917354","0.25","0.6342975206611571","121","66","3.4242424242424243","13","3.5384615384615383","42","4.5476190476190474"
