"run.number","filename","classI","classII","classIIIa","classIIIb","mountain","probability.grow","probability.death","probability.attack","tribute","probability.fragment","moving.distance","conquering.area","placement.distance","links","labels","step","average.hierarchy","max.hierarchy","average.polity.hierarchy","social.circumscription","environmental.circumscription","count.villages","etla.population","etla.hierarchy","tlac.population","tlac.hierarchy","ocot.population","ocot.hierarchy"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","0","0","0","0","0","0","21","0","0","0","0","0","0"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","0","0","0","0","0","0","21","0","0","0","0","0","0"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","0","0","0","0","0","0","21","0","0","0","0","0","0"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","0","0","0","0","0","0","21","0","0","0","0","0","0"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","1","1","1","1","0.25","0.75","21","11","1","3","1","7","1"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","1","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","11","1.0909090909090908","3","1","7","1.1428571428571428"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","2","1.0476190476190477","2","1.05","0.25","0.75","21","11","1.0909090909090908","3","1","7","1"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","2","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","11","1.0909090909090908","3","1","7","1.1428571428571428"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","1","1","1","1","0.25","0.75","21","12","1","3","1","6","1"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","2","1","1","1","0.25","0.75","21","12","1","3","1","6","1"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","3","1.0476190476190477","2","1.05","0.25","0.75","21","12","1","3","1","6","1.1666666666666667"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","3","1.0476190476190477","2","1.05","0.25","0.75","21","11","1.0909090909090908","4","1","6","1"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","1","1","1","1","0.25","0.75","26","12","1","7","1","7","1"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","2","1.0384615384615385","2","1.04","0.25","0.75","26","12","1","7","1.1428571428571428","7","1"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","3","1.0769230769230769","2","1.0833333333333333","0.25","0.75","26","12","1","7","1.2857142857142858","7","1"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","4","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","12","1","3","1.3333333333333333","6","1.1666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","5","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","12","1","3","1.3333333333333333","6","1.1666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","6","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","12","1","3","1.3333333333333333","6","1.1666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","7","1.1304347826086956","2","1.15","0.25","0.75","23","12","1","3","1.6666666666666667","8","1.125"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","4","1.0952380952380953","2","1.105263157894737","0.25","0.75","21","11","1.1818181818181819","4","1","6","1"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","8","1.173913043478261","2","1.2105263157894737","0.25","0.75","23","12","1.0833333333333333","3","1.6666666666666667","8","1.125"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","3","1.1904761904761905","2","1.2352941176470589","0.25","0.75","21","11","1.0909090909090908","3","1.3333333333333333","7","1.2857142857142858"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","4","1.1153846153846154","2","1.1304347826086956","0.25","0.75","26","12","1","7","1.2857142857142858","7","1.1428571428571428"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","5","1.2307692307692308","2","1.3","0.25","0.75","26","12","1.0833333333333333","7","1.2857142857142858","7","1.4285714285714286"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","6","1.2307692307692308","2","1.3","0.25","0.75","26","12","1.0833333333333333","7","1.2857142857142858","7","1.4285714285714286"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","9","1.2173913043478262","2","1.2777777777777777","0.25","0.75","23","12","1.1666666666666667","3","1.6666666666666667","8","1.125"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","10","1.3043478260869565","3","1.3529411764705883","0.25","0.75","23","11","1.1818181818181819","3","2","9","1.2222222222222223"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","11","1.3043478260869565","3","1.3529411764705883","0.25","0.75","23","11","1.1818181818181819","3","2","9","1.2222222222222223"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","12","1.3043478260869565","3","1.3529411764705883","0.25","0.75","23","11","1.1818181818181819","3","2","9","1.2222222222222223"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","13","1.3043478260869565","3","1.2941176470588236","0.25","0.75","23","11","1.0909090909090908","3","2.3333333333333335","9","1.2222222222222223"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","14","1.434782608695652","3","1.5","0.25","0.75","23","11","1.2727272727272727","3","2.3333333333333335","9","1.3333333333333333"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","7","1.16","2","1.1904761904761905","0.25","0.75","25","13","1.0769230769230769","5","1.2","7","1.2857142857142858"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","5","1.1904761904761905","2","1.2352941176470589","0.25","0.75","21","11","1.2727272727272727","4","1","6","1.1666666666666667"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","8","1.16","2","1.1904761904761905","0.25","0.75","25","13","1.0769230769230769","5","1.2","7","1.2857142857142858"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","6","1.1904761904761905","2","1.2352941176470589","0.25","0.75","21","11","1.2727272727272727","4","1","6","1.1666666666666667"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","9","1.24","3","1.25","0.25","0.75","25","13","1.0769230769230769","5","1.6","7","1.2857142857142858"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","7","1.2380952380952381","2","1.3125","0.25","0.75","21","11","1.2727272727272727","4","1","6","1.3333333333333333"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","10","1.24","3","1.25","0.25","0.75","25","13","1.0769230769230769","5","1.6","7","1.2857142857142858"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","8","1.2380952380952381","2","1.3125","0.25","0.75","21","11","1.2727272727272727","4","1","6","1.3333333333333333"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","15","1.4782608695652173","3","1.5384615384615385","0.25","0.75","23","11","1.3636363636363635","3","2.3333333333333335","9","1.3333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","9","1.2727272727272727","2","1.3125","0.25","0.75","22","12","1.3333333333333333","4","1","6","1.3333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","10","1.2727272727272727","2","1.3125","0.25","0.75","22","12","1.3333333333333333","4","1","6","1.3333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","11","1.3181818181818181","2","1.4","0.25","0.75","22","12","1.3333333333333333","4","1.25","6","1.3333333333333333"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","4","1.4285714285714286","4","1.4","0.25","0.75","21","11","1.0909090909090908","3","1.3333333333333333","7","2"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","5","1.4285714285714286","4","1.4","0.25","0.75","21","11","1.0909090909090908","3","1.3333333333333333","7","2"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","11","1.4","3","1.4705882352941178","0.25","0.75","25","13","1.3076923076923077","5","1.6","7","1.4285714285714286"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","6","1.4285714285714286","4","1.4","0.25","0.75","21","11","1.0909090909090908","3","1.3333333333333333","7","2"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","12","1.3636363636363635","2","1.4285714285714286","0.25","0.75","22","12","1.4166666666666667","4","1.25","6","1.3333333333333333"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","12","1.4","3","1.4705882352941178","0.25","0.75","25","13","1.3076923076923077","5","1.6","7","1.4285714285714286"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","13","1.3636363636363635","2","1.4285714285714286","0.25","0.75","22","12","1.4166666666666667","4","1.25","6","1.3333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","14","1.3636363636363635","2","1.4285714285714286","0.25","0.75","22","12","1.4166666666666667","4","1.25","6","1.3333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","15","1.4090909090909092","2","1.4615384615384615","0.25","0.75","22","12","1.4166666666666667","4","1.25","6","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","16","1.4090909090909092","2","1.4615384615384615","0.25","0.75","22","12","1.4166666666666667","4","1.25","6","1.5"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","13","1.52","3","1.5333333333333334","0.25","0.75","25","13","1.3846153846153846","5","1.8","7","1.5714285714285714"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","16","1.7826086956521738","4","1.6363636363636365","0.25","0.75","23","11","1.5454545454545454","3","3","9","1.6666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","17","1.7826086956521738","4","1.6363636363636365","0.25","0.75","23","11","1.5454545454545454","3","3","9","1.6666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","18","1.7826086956521738","4","1.6363636363636365","0.25","0.75","23","11","1.5454545454545454","3","3","9","1.6666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","19","1.7826086956521738","4","1.6363636363636365","0.25","0.75","23","11","1.5454545454545454","3","3","9","1.6666666666666667"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","20","1.7826086956521738","4","1.6363636363636365","0.25","0.75","23","11","1.5454545454545454","3","3","9","1.6666666666666667"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","17","1.5","3","1.5","0.25","0.75","22","12","1.5","4","1.5","6","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","18","1.5454545454545454","3","1.6363636363636365","0.25","0.75","22","12","1.5833333333333333","4","1.5","6","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","19","1.5454545454545454","3","1.6363636363636365","0.25","0.75","22","12","1.5833333333333333","4","1.5","6","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","20","1.5454545454545454","3","1.6363636363636365","0.25","0.75","22","12","1.5833333333333333","4","1.5","6","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","21","1.48","3","1.5","0.25","0.75","25","13","1.5384615384615385","5","1.4","7","1.4285714285714286"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","7","1.4285714285714286","4","1.4","0.25","0.75","21","10","1.1","5","1.4","6","2"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","8","1.4285714285714286","4","1.4","0.25","0.75","21","10","1.1","5","1.4","6","2"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","9","1.3461538461538463","4","1.3","0.25","0.75","26","14","1.0714285714285714","5","1.4","7","1.8571428571428572"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","10","1.4230769230769231","4","1.3157894736842106","0.25","0.75","26","14","1.1428571428571428","5","1.6","7","1.8571428571428572"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","11","1.4230769230769231","4","1.3157894736842106","0.25","0.75","26","14","1.1428571428571428","5","1.6","7","1.8571428571428572"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","12","1.4230769230769231","4","1.3157894736842106","0.25","0.75","26","14","1.1428571428571428","5","1.6","7","1.8571428571428572"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","22","1.6","3","1.6153846153846154","0.25","0.75","25","13","1.6153846153846154","5","1.4","7","1.7142857142857142"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","23","1.6","3","1.6153846153846154","0.25","0.75","25","13","1.6153846153846154","5","1.4","7","1.7142857142857142"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","24","1.6","3","1.6153846153846154","0.25","0.75","25","13","1.6153846153846154","5","1.4","7","1.7142857142857142"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","25","1.72","3","1.7272727272727273","0.25","0.75","25","13","1.7692307692307692","5","1.4","7","1.8571428571428572"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","26","1.88","4","1.9","0.25","0.75","25","13","1.9230769230769231","5","1.4","7","2.142857142857143"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","14","1.56","3","1.5714285714285714","0.25","0.75","25","13","1.3846153846153846","5","1.8","7","1.7142857142857142"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","0.1","0.1","0.01","50","50","50","false","false","15","1.68","4","1.6923076923076923","0.25","0.75","25","13","1.5384615384615385","5","1.8","7","1.8571428571428572"
