
"run.number","filename","classI","classII","classIIIa","classIIIb","mountain","probability.grow","probability.death","probability.attack","tribute","probability.fragment","moving.distance","conquering.area","placement.distance","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count villages","etla.population","etla.hierarchy","tlac.population","tlac.hierarchy","ocot.population","ocot.hierarchy"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","1.8214285714285714","0.25","0.6071428571428571","28","14","1.5714285714285714","5","1.8","9","2.2222222222222223"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","3","1.6785714285714286","0.25","0.625","28","15","1.9333333333333333","5","1.2","8","1.5"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","2.4074074074074074","0.25","0.5925925925925926","27","16","2.3125","3","1.3333333333333333","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","2.1923076923076925","0.25","0.6057692307692307","26","13","2.230769230769231","4","1.5","9","2.4444444444444446"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","2.05","0.25","0.6","20","12","2.5","3","1.3333333333333333","5","1.4"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","3","1.5925925925925926","0.25","0.6111111111111112","27","13","1.3846153846153846","5","1.8","9","1.7777777777777777"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","1.7142857142857142","0.25","0.6339285714285714","28","15","2","5","1.2","8","1.5"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2","0.23809523809523808","0.6071428571428571","21","11","2.272727272727273","3","1.6666666666666667","7","1.7142857142857142"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","1.9285714285714286","0.25","0.6071428571428571","28","14","1.8571428571428572","5","1.8","9","2.111111111111111"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","2.6296296296296298","0.25","0.5925925925925926","27","16","2.6875","3","1.3333333333333333","8","3"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","1.9642857142857142","0.25","0.6071428571428571","28","14","1.8571428571428572","5","1.8","9","2.2222222222222223"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.142857142857143","0.23809523809523808","0.6071428571428571","21","11","2.5454545454545454","3","1.6666666666666667","7","1.7142857142857142"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","2.6666666666666665","0.25","0.5925925925925926","27","16","2.75","3","1.3333333333333333","8","3"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","2.074074074074074","0.24074074074074073","0.6296296296296297","27","12","2.0833333333333335","5","2","10","2.1"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","1.8611111111111112","0.24305555555555555","0.6180555555555556","36","22","2.1818181818181817","3","1","11","1.4545454545454546"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.740740740740741","0.25","0.5925925925925926","27","16","2.875","3","1.3333333333333333","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.740740740740741","0.25","0.5925925925925926","27","16","2.875","3","1.3333333333333333","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.740740740740741","0.25","0.5925925925925926","27","16","2.875","3","1.3333333333333333","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.740740740740741","0.25","0.5925925925925926","27","16","2.875","3","1.3333333333333333","8","3"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.142857142857143","0.23809523809523808","0.5952380952380952","21","11","2.5454545454545454","3","1.6666666666666667","7","1.7142857142857142"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","2.35","0.25","0.6","20","12","2.75","3","1.6666666666666667","5","1.8"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","2.740740740740741","0.25","0.5925925925925926","27","17","2.764705882352941","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","12","2.740740740740741","0.25","0.5925925925925926","27","17","2.764705882352941","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","12","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.0357142857142856","0.25","0.6071428571428571","28","14","1.8571428571428572","5","1.8","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","13","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","13","2.740740740740741","0.25","0.5925925925925926","27","17","2.764705882352941","2","1.5","8","3"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","1.8928571428571428","0.25","0.6428571428571429","28","15","2.3333333333333335","5","1.2","8","1.5"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","14","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.142857142857143","0.23809523809523808","0.5952380952380952","21","11","2.5454545454545454","3","1.6666666666666667","7","1.7142857142857142"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","1.6666666666666667","0.25","0.6111111111111112","27","14","1.5","5","1.8","8","1.875"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","15","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","16","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","17","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","18","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","19","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","14","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","20","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","15","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","21","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","16","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","22","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","17","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","23","2.576923076923077","0.25","0.6057692307692307","26","13","3","4","1.5","9","2.4444444444444446"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","18","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","19","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","20","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","21","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.1153846153846154","0.25","0.5961538461538461","26","16","2.375","3","1.6666666666666667","7","1.7142857142857142"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","22","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","23","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","24","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","25","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","26","2.7777777777777777","0.25","0.5925925925925926","27","17","2.823529411764706","2","1.5","8","3"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","4","1.7391304347826086","0.20652173913043478","0.6086956521739131","23","13","1.7692307692307692","5","1.4","5","2"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.1153846153846154","0.25","0.5865384615384616","26","16","2.375","3","1.6666666666666667","7","1.7142857142857142"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","24","2.303030303030303","0.25","0.6060606060606061","33","18","2.5555555555555554","4","1.5","11","2.1818181818181817"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","2.0357142857142856","0.25","0.6428571428571429","28","15","2.4","5","1.4","8","1.75"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.0357142857142856","0.25","0.6160714285714286","28","14","1.8571428571428572","5","1.8","9","2.4444444444444446"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.0357142857142856","0.25","0.6428571428571429","28","15","2.4","5","1.4","8","1.75"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","2.4761904761904763","0.23809523809523808","0.5952380952380952","21","11","2.6363636363636362","3","2","7","2.4285714285714284"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","2.0357142857142856","0.25","0.625","28","14","1.8571428571428572","5","1.8","9","2.4444444444444446"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","1.5769230769230769","0.25","0.6346153846153846","26","13","1.3076923076923077","6","1.6666666666666667","7","2"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","6","2.5185185185185186","0.24074074074074073","0.6296296296296297","27","12","2.75","5","2","10","2.5"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","9","2.1153846153846154","0.25","0.5961538461538461","26","16","2.375","4","1.5","6","1.8333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","25","2.3636363636363638","0.25","0.6212121212121212","33","18","2.611111111111111","4","1.5","11","2.272727272727273"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","10","2.1538461538461537","0.25","0.5961538461538461","26","16","2.4375","4","1.5","6","1.8333333333333333"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","11","2.1538461538461537","0.25","0.5961538461538461","26","16","2.4375","4","1.5","6","1.8333333333333333"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","26","2.4545454545454546","0.25","0.6212121212121212","33","18","2.6666666666666665","4","1.5","11","2.4545454545454546"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","27","2.5454545454545454","0.25","0.6212121212121212","33","18","2.7222222222222223","4","2","11","2.4545454545454546"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","7","2.5555555555555554","0.24074074074074073","0.6296296296296297","27","12","2.8333333333333335","5","2","10","2.5"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","8","2.5555555555555554","0.24074074074074073","0.6296296296296297","27","12","2.8333333333333335","5","2","10","2.5"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","12","2.1153846153846154","0.25","0.5961538461538461","26","16","2.4375","4","1.5","6","1.6666666666666667"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","5","2.1944444444444446","0.24305555555555555","0.6111111111111112","36","22","2.409090909090909","3","1","11","2.090909090909091"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","12","2.25","0.25","0.625","28","13","2.3846153846153846","5","1.8","10","2.3"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","28","2.3","0.25","0.625","40","21","2.4761904761904763","5","1.8","14","2.2142857142857144"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","13","2.1538461538461537","0.25","0.5961538461538461","26","16","2.5","4","1.5","6","1.6666666666666667"
