
"run.number","filename","classI","classII","classIIIa","classIIIb","mountain","probability.grow","probability.death","probability.attack","tribute","probability.fragment","moving.distance","conquering.area","placement.distance","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count villages","etla.population","etla.hierarchy","tlac.population","tlac.hierarchy","ocot.population","ocot.hierarchy"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","89","2.037974683544304","0.25","0.6708860759493671","79","46","2.3043478260869565","21","1.9523809523809523","12","1.1666666666666667"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","3.636986301369863","0.25","0.6215753424657534","146","97","3.9896907216494846","13","1.0769230769230769","36","3.611111111111111"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","4.946341463414634","0.3475609756097561","0.6158536585365854","205","135","5.059259259259259","25","4.44","45","4.888888888888889"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","117","5.705202312138728","0.25","0.6401734104046243","173","95","5.873684210526315","30","4.9","48","5.875"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","98","2.68","0.248","0.624","125","76","2.4473684210526314","14","2.2142857142857144","35","3.3714285714285714"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","74","3.732876712328767","0.25","0.6232876712328768","146","97","4.051546391752577","14","1.3571428571428572","35","3.8"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","118","5.722543352601156","0.25","0.6430635838150289","173","94","5.957446808510638","32","4.6875","47","5.957446808510638"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","90","2.5128205128205128","0.25","0.6666666666666666","78","45","3","21","2.1904761904761907","12","1.25"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","64","8.64367816091954","0.25","0.6379310344827587","87","52","8.865384615384615","9","7.111111111111111","26","8.73076923076923"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","64","3.0592105263157894","0.25","0.6348684210526315","152","96","2.8125","28","3.9285714285714284","28","3.0357142857142856"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","119","5.790697674418604","0.25","0.6438953488372093","172","93","6.043010752688172","32","4.75","47","6"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","84","8.412162162162161","0.2483108108108108","0.6300675675675675","148","89","9.269662921348315","22","7.2272727272727275","37","7.054054054054054"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","65","8.701149425287356","0.25","0.6379310344827587","87","52","8.865384615384615","9","7.111111111111111","26","8.923076923076923"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","66","8.701149425287356","0.25","0.6350574712643678","87","52","8.865384615384615","9","7.111111111111111","26","8.923076923076923"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","67","8.724137931034482","0.25","0.6350574712643678","87","52","8.903846153846153","9","7.111111111111111","26","8.923076923076923"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","7.7607361963190185","0.25","0.6349693251533742","163","86","7.337209302325581","29","9.551724137931034","48","7.4375"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","7.7607361963190185","0.25","0.6365030674846626","163","86","7.337209302325581","30","9.266666666666667","47","7.574468085106383"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","99","3.128","0.248","0.624","125","76","3.013157894736842","14","2.5714285714285716","35","3.6"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","3.439516129032258","0.37298387096774194","0.6179435483870968","248","164","4.164634146341464","28","2.892857142857143","56","1.5892857142857142"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","91","2.9358974358974357","0.25","0.6666666666666666","78","45","3.466666666666667","21","2.5238095238095237","12","1.6666666666666667"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","120","5.872093023255814","0.25","0.6380813953488372","172","91","6.186813186813187","33","4.878787878787879","48","5.958333333333333"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","100","3.25","0.24798387096774194","0.6290322580645161","124","75","3.12","14","2.642857142857143","35","3.7714285714285714"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","65","3.3815789473684212","0.25","0.6332236842105263","152","96","3.1979166666666665","28","4.285714285714286","28","3.107142857142857"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","121","5.970760233918129","0.25","0.6388888888888888","171","90","6.311111111111111","34","4.970588235294118","47","6.042553191489362"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","158","5.745454545454545","0.3477272727272727","0.6215909090909091","220","140","6.107142857142857","27","3.925925925925926","53","5.716981132075472"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","92","3.3684210526315788","0.24671052631578946","0.6644736842105263","76","45","4","18","2.8333333333333335","13","1.9230769230769231"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","75","4.376712328767123","0.25","0.6232876712328768","146","97","4.783505154639175","13","1.5384615384615385","36","4.305555555555555"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","159","5.812785388127854","0.3470319634703196","0.6198630136986302","219","139","6.179856115107913","27","3.962962962962963","53","5.7924528301886795"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","93","3.4342105263157894","0.24671052631578946","0.6611842105263158","76","45","4.111111111111111","18","2.8333333333333335","13","1.9230769230769231"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","3.5846774193548385","0.37399193548387094","0.6179435483870968","248","165","4.242424242424242","27","3.037037037037037","56","1.9107142857142858"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","76","4.402777777777778","0.25","0.6267361111111112","144","95","4.821052631578947","13","1.5384615384615385","36","4.333333333333333"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","68","9.689655172413794","0.25","0.6350574712643678","87","52","9.865384615384615","9","8","26","9.923076923076923"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","69","9.689655172413794","0.25","0.6350574712643678","87","52","9.865384615384615","9","8","26","9.923076923076923"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","70","9.701149425287356","0.25","0.6350574712643678","87","52","9.884615384615385","9","8","26","9.923076923076923"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","66","3.5065789473684212","0.25","0.6365131578947368","152","94","3.425531914893617","29","4.172413793103448","29","3.103448275862069"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","71","7.943396226415095","0.25","0.6273584905660378","106","64","8.015625","10","7.3","32","8"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","67","3.5328947368421053","0.25","0.6332236842105263","152","94","3.4680851063829787","29","4.172413793103448","29","3.103448275862069"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","77","3.7344632768361583","0.3093220338983051","0.6214689265536724","177","120","4.033333333333333","14","1.4285714285714286","43","3.6511627906976742"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","94","3.763157894736842","0.24671052631578946","0.6611842105263158","76","45","4.288888888888889","18","3.5555555555555554","13","2.230769230769231"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","101","1.884297520661157","0.24793388429752067","0.6301652892561983","121","76","1.6973684210526316","14","1.7857142857142858","31","2.3870967741935485"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","68","3.5921052631578947","0.25","0.6332236842105263","152","94","3.5425531914893615","29","4.206896551724138","29","3.1379310344827585"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","95","3.28125","0.25","0.65625","96","56","3.6607142857142856","22","3.1363636363636362","18","2.2777777777777777"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","85","9.195945945945946","0.2483108108108108","0.6300675675675675","148","89","10.123595505617978","22","8.045454545454545","37","7.648648648648648"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","96","3.351063829787234","0.25","0.6542553191489362","94","56","3.6785714285714284","23","3.260869565217391","15","2.2666666666666666"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","102","2.0661157024793386","0.24793388429752067","0.628099173553719","121","76","1.881578947368421","14","2","31","2.5483870967741935"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","3.681451612903226","0.37701612903225806","0.6159274193548387","248","164","4.310975609756097","29","3.0689655172413794","55","2.1272727272727274"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","72","2.388888888888889","0.25","0.628968253968254","126","80","2.3375","12","2.0833333333333335","34","2.6176470588235294"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","8.56441717791411","0.25","0.6365030674846626","163","85","8.223529411764705","31","9.806451612903226","47","8.361702127659575"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","86","9.236486486486486","0.2483108108108108","0.6317567567567568","148","89","10.123595505617978","22","8.045454545454545","37","7.8108108108108105"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","87","9.243243243243244","0.2483108108108108","0.6334459459459459","148","89","10.123595505617978","22","8.045454545454545","37","7.837837837837838"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","88","9.243243243243244","0.2483108108108108","0.6317567567567568","148","88","10.227272727272727","22","8.045454545454545","38","7.657894736842105"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","89","9.33108108108108","0.2483108108108108","0.6317567567567568","148","88","10.375","22","8.045454545454545","38","7.657894736842105"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","3.810483870967742","0.3780241935483871","0.6169354838709677","248","164","4.390243902439025","28","3.4642857142857144","56","2.2857142857142856"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","97","4.075268817204301","0.25","0.6505376344086021","93","56","4.464285714285714","21","4.190476190476191","16","2.5625"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","98","4.096774193548387","0.25","0.6505376344086021","93","56","4.464285714285714","21","4.190476190476191","16","2.6875"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","103","1.8898305084745763","0.25","0.6271186440677966","118","74","1.8918918918918919","14","2.142857142857143","30","1.7666666666666666"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","90","9.452702702702704","0.2483108108108108","0.6300675675675675","148","87","10.482758620689655","22","8.136363636363637","39","7.897435897435898"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","91","9.466216216216216","0.2483108108108108","0.6300675675675675","148","87","10.505747126436782","22","8.136363636363637","39","7.897435897435898"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","92","9.47972972972973","0.2483108108108108","0.6317567567567568","148","87","10.517241379310345","22","8.136363636363637","39","7.923076923076923"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","78","1.3333333333333333","0.2545454545454545","0.6227272727272727","165","109","1.1559633027522935","17","1.411764705882353","39","1.794871794871795"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","160","6.474654377880184","0.347926267281106","0.6175115207373272","217","140","6.835714285714285","26","4.461538461538462","51","6.509803921568627"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","2.456953642384106","0.25","0.6208609271523179","151","97","2.3402061855670104","16","2.1875","38","2.8684210526315788"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","99","3.452991452991453","0.25","0.6388888888888888","117","71","3.507042253521127","23","3.9565217391304346","23","2.782608695652174"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","69","4.190789473684211","0.25","0.631578947368421","152","94","4.1063829787234045","27","5.2592592592592595","31","3.5161290322580645"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","100","3.6153846153846154","0.24786324786324787","0.6388888888888888","117","71","3.535211267605634","23","4.086956521739131","23","3.391304347826087"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","70","4.397350993377484","0.25","0.6324503311258278","151","94","4.414893617021277","27","5.2592592592592595","30","3.566666666666667"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","2.189655172413793","0.25","0.625","116","73","2.3424657534246576","15","2.3333333333333335","28","1.7142857142857142"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","71","4.47682119205298","0.25","0.6307947019867549","151","94","4.5212765957446805","28","5.107142857142857","29","3.7241379310344827"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","72","4.483443708609271","0.25","0.6307947019867549","151","94","4.531914893617022","28","5.107142857142857","29","3.7241379310344827"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","79","1.5757575757575757","0.24848484848484848","0.6257575757575757","165","107","1.485981308411215","17","1.4705882352941178","41","1.853658536585366"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","74","2.847682119205298","0.25","0.6109271523178808","151","96","2.75","16","2.375","39","3.282051282051282"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","93","10.344594594594595","0.2483108108108108","0.6317567567567568","148","87","11.436781609195402","22","9","39","8.666666666666666"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","2.5689655172413794","0.25","0.6271551724137931","116","74","2.72972972972973","15","2.6","27","2.111111111111111"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","122","7.567251461988304","0.25","0.6374269005847953","171","90","7.977777777777778","34","6.588235294117647","47","7.48936170212766"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","94","10.391891891891891","0.2483108108108108","0.6317567567567568","148","87","11.436781609195402","22","9.045454545454545","39","8.820512820512821"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","73","4.827814569536423","0.25","0.6307947019867549","151","94","4.75531914893617","28","5.892857142857143","29","4.0344827586206895"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","95","10.41891891891892","0.2483108108108108","0.6317567567567568","148","87","11.471264367816092","22","9.045454545454545","39","8.846153846153847"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","123","7.555555555555555","0.25","0.6374269005847953","171","90","7.988888888888889","34","6.5588235294117645","47","7.446808510638298"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","96","10.425675675675675","0.2483108108108108","0.6317567567567568","148","87","11.482758620689655","22","9.045454545454545","39","8.846153846153847"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","4.497975708502024","0.3724696356275304","0.618421052631579","247","163","5.134969325153374","28","4","56","2.892857142857143"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","2.5948275862068964","0.25","0.6314655172413793","116","74","2.7432432432432434","15","2.6","27","2.185185185185185"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","101","4.6068376068376065","0.24786324786324787","0.6367521367521367","117","71","4.676056338028169","23","5.391304347826087","23","3.608695652173913"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","161","7.225806451612903","0.347926267281106","0.618663594470046","217","140","7.521428571428571","26","5.8076923076923075","51","7.137254901960785"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","162","7.235023041474655","0.347926267281106","0.619815668202765","217","140","7.535714285714286","26","5.8076923076923075","51","7.137254901960785"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","102","4.6752136752136755","0.24786324786324787","0.6367521367521367","117","71","4.788732394366197","23","5.391304347826087","23","3.608695652173913"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","80","1.7730061349693251","0.24846625766871167","0.6380368098159509","163","109","1.7522935779816513","19","1.894736842105263","35","1.7714285714285714"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","75","2.657608695652174","0.25","0.6195652173913043","184","116","2.6293103448275863","21","2.142857142857143","47","2.9574468085106385"
"9","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","74","4.03030303030303","0.29292929292929293","0.6275252525252525","198","120","4.066666666666666","39","4.564102564102564","39","3.3846153846153846"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","110","10.184049079754601","0.25","0.6365030674846626","163","86","9.767441860465116","31","11.419354838709678","46","10.130434782608695"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","111","10.190184049079754","0.25","0.6365030674846626","163","86","9.767441860465116","31","11.451612903225806","46","10.130434782608695"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","103","4.735042735042735","0.24786324786324787","0.6410256410256411","117","71","4.873239436619718","23","5.391304347826087","23","3.652173913043478"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","112","10.234567901234568","0.25","0.6358024691358025","162","85","9.847058823529412","31","11.451612903225806","46","10.130434782608695"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","113","10.24074074074074","0.25","0.6373456790123457","162","85","9.847058823529412","31","11.451612903225806","46","10.152173913043478"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","2.6052631578947367","0.25","0.6381578947368421","114","73","2.712328767123288","14","2.5714285714285716","27","2.3333333333333335"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","110","4.759183673469388","0.37142857142857144","0.6183673469387755","245","162","5.3580246913580245","28","4.142857142857143","55","3.309090909090909"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","76","2.8206521739130435","0.25","0.6222826086956522","184","116","2.7844827586206895","21","2.380952380952381","47","3.106382978723404"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","81","1.9685534591194969","0.24842767295597484","0.639937106918239","159","103","1.8349514563106797","19","2.263157894736842","37","2.189189189189189"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","2.9298245614035086","0.25","0.6403508771929824","114","72","3.0833333333333335","14","2.7142857142857144","28","2.642857142857143"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","104","5.339130434782609","0.24782608695652175","0.6391304347826087","115","69","5.507246376811594","23","6.086956521739131","23","4.086956521739131"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","105","5.373913043478261","0.24782608695652175","0.6391304347826087","115","69","5.565217391304348","23","6.086956521739131","23","4.086956521739131"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","106","5.3826086956521735","0.24782608695652175","0.6391304347826087","115","69","5.579710144927536","23","6.086956521739131","23","4.086956521739131"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","97","8.329787234042554","0.2579787234042553","0.6210106382978723","188","114","9.552631578947368","30","6.4","44","6.4772727272727275"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","124","8.35672514619883","0.25","0.6359649122807017","171","90","8.833333333333334","34","7.382352941176471","47","8.148936170212766"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","107","5.495652173913044","0.24782608695652175","0.6413043478260869","115","69","5.579710144927536","23","6.130434782608695","23","4.608695652173913"
"10","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","125","8.391812865497077","0.25","0.6359649122807017","171","90","8.833333333333334","34","7.382352941176471","47","8.27659574468085"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","108","5.539130434782609","0.24782608695652175","0.6413043478260869","115","69","5.6521739130434785","23","6.130434782608695","23","4.608695652173913"
"8","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","98","8.393617021276595","0.2579787234042553","0.6210106382978723","188","114","9.614035087719298","30","6.433333333333334","44","6.568181818181818"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","5.539130434782609","0.24782608695652175","0.6413043478260869","115","69","5.6521739130434785","23","6.130434782608695","23","4.608695652173913"
"4","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","114","2.0588235294117645","0.25","0.6377005347593583","187","101","2.5643564356435644","32","1.3125","54","1.5555555555555556"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","77","3.0597826086956523","0.25","0.6209239130434783","184","119","3.0588235294117645","20","2.6","45","3.2666666666666666"
"1","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","110","5.556521739130435","0.24782608695652175","0.6413043478260869","115","69","5.666666666666667","23","6.173913043478261","23","4.608695652173913"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","163","7.972350230414746","0.3444700460829493","0.6209677419354839","217","140","8.25","26","6.769230769230769","51","7.823529411764706"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","109","3.456140350877193","0.25","0.6381578947368421","114","71","3.4507042253521125","14","4.071428571428571","29","3.1724137931034484"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","164","8.00462962962963","0.3425925925925926","0.6203703703703703","216","139","8.287769784172662","26","6.769230769230769","51","7.862745098039215"
"6","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","82","1.9842931937172774","0.31413612565445026","0.6269633507853403","191","126","1.8650793650793651","21","2.2857142857142856","44","2.1818181818181817"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","165","8.027906976744186","0.34418604651162793","0.6186046511627907","215","138","8.333333333333334","27","6.62962962962963","50","7.94"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","166","8.032710280373832","0.3422897196261682","0.6203271028037384","214","136","8.397058823529411","28","6.428571428571429","50","7.94"
"2","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","111","4.378006872852234","0.38917525773195877","0.6185567010309279","291","193","4.860103626943006","37","3.7837837837837838","61","3.2131147540983607"
"7","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","110","3.6991150442477876","0.25","0.6393805309734514","113","70","3.7285714285714286","14","4.071428571428571","29","3.4482758620689653"
"5","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","167","6.681102362204724","0.359251968503937","0.6190944881889764","254","161","7.074534161490683","32","4.84375","61","6.60655737704918"
"3","""LandTypesBW3.jpg""","100","60","20","10","0","0.1","0.01","1","0.1","0.01","10","10","10","false","false","78","2.784090909090909","0.25","0.6292613636363636","176","112","2.794642857142857","23","2.6956521739130435","41","2.8048780487804876"
